group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
1,XK,3.7739136,1.478152,0.00016070640479646622,0.005070702691340913,0.42045454545454547,0.13191489361702127
1,ACSBG1,3.7685606,3.4521472,0.00016419163836478727,0.005162867831434346,0.29545454545454547,0.02127659574468085
1,MFHAS1,3.7672224,1.1188735,0.00016507399197109672,0.005181709416924623,0.48863636363636365,0.2
1,ARMC6,3.7672224,1.0734084,0.00016507399197109672,0.005181709416924623,0.5113636363636364,0.20851063829787234
1,DOHH,3.7585235,1.2120696,0.00017091893512973896,0.00534684097836203,0.4431818181818182,0.13617021276595745
1,ANKRD26,3.751163,1.4454728,0.00017601614347288202,0.005482865418936982,0.375,0.08936170212765958
1,BPGM,3.751163,2.204687,0.00017601614347288202,0.005482865418936982,0.375,0.09787234042553192
1,POMGNT2,3.7478175,2.1785278,0.00017838000796310078,0.00555177438049103,0.3522727272727273,0.07659574468085106
1,AREL1,3.7471483,1.2185054,0.00017885634897547698,0.005561870202932399,0.4318181818181818,0.14042553191489363
1,DLAT,3.7384496,1.6170377,0.00018515862509339338,0.005738349565659011,0.3977272727272727,0.11063829787234042
1,PIR,3.7337656,1.246115,0.0001886380409418081,0.0058117347950430295,0.45454545454545453,0.16170212765957448
1,PIGQ,3.7277434,1.199533,0.00019320191500470037,0.005942338900073142,0.4659090909090909,0.1702127659574468
1,NECTIN1,3.7257361,1.624621,0.00019474612488092562,0.005974771933584878,0.4090909090909091,0.1276595744680851
1,STYX,3.7243977,1.2121668,0.000195782033442873,0.005986481375140013,0.4090909090909091,0.11914893617021277
1,FAM122A,3.7049928,1.2146353,0.0002113966647278931,0.006399776117208946,0.4431818181818182,0.15319148936170213
1,DECR2,3.6989708,1.7882426,0.00021647559991936618,0.006531923687261931,0.36363636363636365,0.0851063829787234
1,CSF1,3.6855881,1.1385471,0.00022817521072322192,0.00682865158436684,0.45454545454545453,0.16170212765957448
1,CTSL,3.6768892,2.2476056,0.00023609545764516343,0.0070254714189192085,0.32954545454545453,0.059574468085106386
1,POLE,3.6668522,1.1733305,0.0002455545604605993,0.007259727356557669,0.4772727272727273,0.1829787234042553
1,DDI2,3.665514,1.1199377,0.00024684230354601443,0.007291908920167615,0.4431818181818182,0.1574468085106383
1,CDK1,3.6581535,1.2023503,0.00025403885853912884,0.007456356264146475,0.5113636363636364,0.23829787234042554
